Postcode,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Royal Beef,43.685325126021965,-79.31498171235116,Butcher
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Duckworth's Fish and Chips,43.68862851126605,-79.29995229254888,Fish & Chips Shop
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,East Lynn Park,43.684055,-79.315113,Playground
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Budapest Restaurant,43.680946,-79.31011,Hungarian Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Thai Room,43.68560497061049,-79.31321306868954,Thai Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Old's Cool General Store,43.694483,-79.30846,Convenience Store
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Ted Reeve Arena,43.68452712511952,-79.29942632833531,Skating Rink
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Circus Coffee House,43.6854826961842,-79.31536380963706,Coffee Shop
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Beach Hill Smokehouse,43.684105,-79.30041,BBQ Joint
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Cool Runnings,43.68349688997171,-79.30001696869618,Caribbean Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Cake Town Cafe,43.68543826747454,-79.3136880527227,Café
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,St. Clair Ice Cream,43.6895549178628,-79.2950373031766,Ice Cream Shop
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Basil Thai Kitchen,43.68456259154853,-79.30736206544368,Thai Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Sultan Shawarma & Falafel,43.68822334940596,-79.30170939352254,Middle Eastern Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Happy Sushi,43.68600806000232,-79.31127520072712,Sushi Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Celena's Bakery,43.685392752671284,-79.31416165735217,Bakery
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Grinder,43.68307273557906,-79.2998748093593,Coffee Shop
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Diamond Pizza,43.694693,-79.304883,Pizza Place
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Zav Coffee Shop & Gallery,43.68551803991472,-79.31387285041357,Coffee Shop
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Shoppers Drug Mart,43.687934,-79.303381,Pharmacy
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,East York Curling Club,43.69682672948465,-79.31365836861947,Curling Ice
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Subway,43.68851517038055,-79.30042379685725,Sandwich Place
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Danforth GO Station,43.686458009778526,-79.30020416675752,Train Station
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Sobeys,43.687678593283266,-79.30392785717719,Grocery Store
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Dentonia Park,43.69280900665042,-79.29553269784155,Park
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,DeSerres,43.68554558487905,-79.31350900895998,Arts & Crafts Store
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Firkin on Danforth,43.685553,-79.313427,Irish Pub
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Double Sushi,43.68947461214495,-79.29582755305405,Sushi Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Grillies,43.68854966451388,-79.30002466772105,Mexican Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Value Village,43.68585413175487,-79.31202694827303,Thrift / Vintage Store
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Popeyes Louisiana Kitchen,43.68903107023152,-79.29789573876326,Fried Chicken Joint
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Carter's Ice Cream,43.68545903393302,-79.31534821599264,Ice Cream Shop
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,The Beer Store,43.6937312,-79.3167591,Beer Store
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,KFC,43.687998539683555,-79.30293956045888,Fast Food Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Golden Pizza,43.68731255193761,-79.30636294810843,Pizza Place
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,TTC Bus #64 Main,43.68903536371879,-79.30169869081296,Bus Line
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Main Street Subway Station,43.68910856344984,-79.30166156422199,Metro Station
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,TTC Bus 113 Danforth,43.68921652628386,-79.30161609483935,Bus Line
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Hakim Optical,43.68798782,-79.30190199,Optical Shop
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Tim Hortons,43.688100384403775,-79.30030240676382,Coffee Shop
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Main Drug Mart,43.68847514584453,-79.30161382888897,Pharmacy
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Dollarama,43.685818,-79.313416,Discount Store
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Woodbine Subway Station,43.6865003419232,-79.31290581822395,Metro Station
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Su Good Chinese,43.68852570708679,-79.29959964510982,Chinese Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Main Square Community Recreation Centre,43.68706393827176,-79.30030406404974,Gym / Fitness Center
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Pizza Pizza,43.689536157639175,-79.2956846995394,Pizza Place
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Maple Leaf Dairy Ice Cream Parlor,43.689677228699956,-79.29477863537868,Ice Cream Shop
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,L.B. Supermarket,43.69527510260859,-79.30320973600047,Grocery Store
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,New Star Video,43.692565,-79.315937,Video Store
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Luxy Nails,43.69285615840882,-79.3158494567113,Spa
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Thai Wok,43.692789,-79.315951,Asian Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Domino's Pizza,43.68383825091069,-79.30122310264572,Pizza Place
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Pizza Nova,43.68517649056117,-79.31528851417788,Pizza Place
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,TTC Stop #13923,43.684072,-79.300062,Light Rail Station
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Saks Fine Foods,43.683966939245316,-79.30011145002373,Restaurant
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Toronto East Athletic Field,43.68513011077376,-79.29835589244514,Baseball Field
M4C,Woodbine Heights,43.68966500000005,-79.30716910999995,Kelly Food Mart,43.685013,-79.315979,Grocery Store
M5C,St. James Town,43.65121000000005,-79.37548057699995,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
M5C,St. James Town,43.65121000000005,-79.37548057699995,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
M5C,St. James Town,43.65121000000005,-79.37548057699995,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
M5C,St. James Town,43.65121000000005,-79.37548057699995,Terroni,43.650927,-79.375602,Italian Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Pearl Diver,43.651481290733734,-79.37359954211877,Gastropub
M5C,St. James Town,43.65121000000005,-79.37548057699995,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Dineen Coffee,43.650497,-79.378765,Café
M5C,St. James Town,43.65121000000005,-79.37548057699995,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
M5C,St. James Town,43.65121000000005,-79.37548057699995,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Triple A Bar (AAA),43.65165840099557,-79.3727201723461,BBQ Joint
M5C,St. James Town,43.65121000000005,-79.37548057699995,NAMI,43.650853361785124,-79.37588746641697,Japanese Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
M5C,St. James Town,43.65121000000005,-79.37548057699995,St James Anglican Cathedral,43.650109744784004,-79.37429172248066,Church
M5C,St. James Town,43.65121000000005,-79.37548057699995,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
M5C,St. James Town,43.65121000000005,-79.37548057699995,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
M5C,St. James Town,43.65121000000005,-79.37548057699995,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Hawthorne Food and Drink,43.652270129568336,-79.37631758327606,Gastropub
M5C,St. James Town,43.65121000000005,-79.37548057699995,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
M5C,St. James Town,43.65121000000005,-79.37548057699995,The Carbon Bar,43.65336708689279,-79.37496515174824,Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,The George Street Diner,43.65297,-79.371467,Diner
M5C,St. James Town,43.65121000000005,-79.37548057699995,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
M5C,St. James Town,43.65121000000005,-79.37548057699995,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,The Poet Cafe,43.65063683072023,-79.37127573699792,Café
M5C,St. James Town,43.65121000000005,-79.37548057699995,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
M5C,St. James Town,43.65121000000005,-79.37548057699995,Sam James Coffee Bar (SJCB),43.65031871629752,-79.37621650642859,Coffee Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
M5C,St. James Town,43.65121000000005,-79.37548057699995,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
M5C,St. James Town,43.65121000000005,-79.37548057699995,Berczy Park,43.64804835388851,-79.3751722909452,Park
M5C,St. James Town,43.65121000000005,-79.37548057699995,Starbucks,43.650420650855466,-79.37820212176874,Coffee Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
M5C,St. James Town,43.65121000000005,-79.37548057699995,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
M5C,St. James Town,43.65121000000005,-79.37548057699995,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
M5C,St. James Town,43.65121000000005,-79.37548057699995,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
M5C,St. James Town,43.65121000000005,-79.37548057699995,Leña,43.65175078455427,-79.37902076748435,Latin American Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,La Bettola Di Terroni,43.65199330592565,-79.37805579614488,Italian Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
M5C,St. James Town,43.65121000000005,-79.37548057699995,NEO COFFEE BAR,43.65070234158804,-79.36925939681731,Coffee Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
M5C,St. James Town,43.65121000000005,-79.37548057699995,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
M5C,St. James Town,43.65121000000005,-79.37548057699995,HomeSense,43.6531866401305,-79.3792368471621,Furniture / Home Store
M5C,St. James Town,43.65121000000005,-79.37548057699995,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Indigo,43.65351471121164,-79.38069591056922,Bookstore
M5C,St. James Town,43.65121000000005,-79.37548057699995,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
M5C,St. James Town,43.65121000000005,-79.37548057699995,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
M5C,St. James Town,43.65121000000005,-79.37548057699995,The Keg Steakhouse + Bar,43.64667637593993,-79.37482154865866,Steakhouse
M5C,St. James Town,43.65121000000005,-79.37548057699995,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Everyday Gourmet (Teas & Coffees),43.64875714757637,-79.37164539765817,Coffee Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Sunset Grill,43.65166162378037,-79.3790751303271,Breakfast Spot
M5C,St. James Town,43.65121000000005,-79.37548057699995,Le Petit Déjeuner,43.650822486200305,-79.37043860004992,Breakfast Spot
M5C,St. James Town,43.65121000000005,-79.37548057699995,Bulk Barn,43.64999368528393,-79.37009943145777,Grocery Store
M5C,St. James Town,43.65121000000005,-79.37548057699995,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
M5C,St. James Town,43.65121000000005,-79.37548057699995,FARMR Eatery & Catering,43.648419863375096,-79.37027379521088,Bistro
M5C,St. James Town,43.65121000000005,-79.37548057699995,Seafront Fish Market,43.6484785341064,-79.37148942972523,Fish Market
M5C,St. James Town,43.65121000000005,-79.37548057699995,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Portico,43.651855687900124,-79.37805540906518,Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Starbucks,43.649385825065345,-79.37809348357672,Coffee Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Booster Juice,43.65265752,-79.37845927,Smoothie Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
M5C,St. James Town,43.65121000000005,-79.37548057699995,Market Street Catch,43.64850142396483,-79.3718080237409,Seafood Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,HI-Toronto Hostel,43.650623213878255,-79.37519039641123,Hostel
M5C,St. James Town,43.65121000000005,-79.37548057699995,St. James Park,43.6504248002309,-79.3723109702051,Park
M5C,St. James Town,43.65121000000005,-79.37548057699995,SEPHORA,43.653688,-79.38012,Cosmetics Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
M5C,St. James Town,43.65121000000005,-79.37548057699995,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
M5C,St. James Town,43.65121000000005,-79.37548057699995,Balzac's Coffee,43.64845650131932,-79.37178993724407,Café
M5C,St. James Town,43.65121000000005,-79.37548057699995,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
M5C,St. James Town,43.65121000000005,-79.37548057699995,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Paddington's Pump,43.649035,-79.371899,Diner
M5C,St. James Town,43.65121000000005,-79.37548057699995,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
M5C,St. James Town,43.65121000000005,-79.37548057699995,CF Toronto Eaton Centre,43.65426516926473,-79.38056741351835,Shopping Mall
M5C,St. James Town,43.65121000000005,-79.37548057699995,Fusaro's,43.65334679826618,-79.36951731755141,Italian Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
M5C,St. James Town,43.65121000000005,-79.37548057699995,Carousel Bakery,43.6487072781773,-79.37158005127563,Bakery
M5C,St. James Town,43.65121000000005,-79.37548057699995,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
M5C,St. James Town,43.65121000000005,-79.37548057699995,Scheffler's Deli,43.648643353516086,-79.37153681663685,Cheese Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
M5C,St. James Town,43.65121000000005,-79.37548057699995,The Black Canary Espresso Bar,43.651868733003134,-79.36850642387674,Café
M5C,St. James Town,43.65121000000005,-79.37548057699995,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
M5C,St. James Town,43.65121000000005,-79.37548057699995,Canoe,43.647452066183476,-79.38132001815676,Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
M5C,St. James Town,43.65121000000005,-79.37548057699995,The Works Gourmet Burger Bistro,43.648742,-79.374142,Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,Imagine Cinemas Market Square,43.64964574271603,-79.37244562498488,Movie Theater
M5C,St. James Town,43.65121000000005,-79.37548057699995,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
M5C,St. James Town,43.65121000000005,-79.37548057699995,LUSH,43.653557,-79.3804,Cosmetics Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Starbucks,43.648738309887705,-79.37251925468443,Coffee Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
M5C,St. James Town,43.65121000000005,-79.37548057699995,Apple Eaton Centre,43.652823,-79.380615,Electronics Store
M5C,St. James Town,43.65121000000005,-79.37548057699995,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
M5C,St. James Town,43.65121000000005,-79.37548057699995,Starbucks,43.65127567183137,-79.36804556406207,Coffee Shop
M5C,St. James Town,43.65121000000005,-79.37548057699995,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
M5C,St. James Town,43.65121000000005,-79.37548057699995,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
M5C,St. James Town,43.65121000000005,-79.37548057699995,St. Urbain Bagel,43.64861083503254,-79.37149723554923,Bagel Shop
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Cedarvale Park,43.692534923091934,-79.42870527613704,Field
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Thobors Boulangerie Patisserie,43.69964995663312,-79.43211250930149,Bakery
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Churrasqueira Costa Verde,43.68736815263841,-79.43885021652879,BBQ Joint
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Jerusalem Restaurant,43.70024147908061,-79.42895714630743,Middle Eastern Restaurant
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Starbucks,43.70059767620578,-79.42760387254644,Coffee Shop
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,St. Urbain Bagel,43.700646105156096,-79.42705925045371,Bagel Shop
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Starbucks,43.70067467006203,-79.43367319982447,Coffee Shop
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Il Mulino,43.69997901146859,-79.43071961082923,Italian Restaurant
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,TD Canada Trust,43.698273440465066,-79.43915069103241,Bank
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,The Beer Store,43.693529,-79.4412116,Beer Store
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Bi Bim Bap,43.70035223811227,-79.42871533999565,Korean Restaurant
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Subway,43.700214,-79.429585,Sandwich Place
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Phil White Arena,43.69130271699826,-79.43176051142332,Hockey Arena
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Cedarvale Tennis Courts,43.69274437001002,-79.43224439966453,Tennis Court
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Cedarvale Ravine,43.690188230007266,-79.42610580222994,Trail
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,K & K,43.6894497552931,-79.43460190804107,Grocery Store
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Timothy's World Coffee,43.700026,-79.430927,Coffee Shop
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Thirsty Fox Pub,43.70007766000426,-79.4300835905634,Gastropub
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Section 220 - The Red Brigade,43.68639832350953,-79.42857338070692,Soccer Stadium
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Best Choice Fruits And Flowers,43.69060058053154,-79.4382177360029,Grocery Store
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Sun Milk Variety,43.68791607464009,-79.42426469284547,Convenience Store
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Winona Market,43.68703,-79.435827,Convenience Store
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Domino's Pizza,43.687012,-79.435794,Pizza Place
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Street meat,43.68551712512069,-79.43256313392875,Food Truck
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,New Casa Abril,43.69118526770723,-79.44010997487813,Seafood Restaurant
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Oakwood Pizzeria,43.689127,-79.439415,Pizza Place
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Atlas Grocery,43.68508159979284,-79.43340436723912,Convenience Store
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Pita Ikram,43.692348,-79.44089,Turkish Restaurant
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Monami 153 Sushi,43.68753999230954,-79.43888263723545,Japanese Restaurant
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,One Plus One Pizza,43.68717694614031,-79.43875838831099,Pizza Place
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Big Bite Burger,43.70021857374546,-79.42947466238286,Burger Joint
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Oakwood Espresso,43.686403,-79.438795,Coffee Shop
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Oakwood Hardware,43.68593,-79.438512,American Restaurant
M6C,Humewood-Cedarvale,43.69210517900007,-79.43035499999995,Ben Nobleman Park Community Orchard,43.70063651836473,-79.43364022776295,Park
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,LCBO,43.642098691959625,-79.5765915607928,Liquor Store
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Centennial Park Greenhouse,43.649500336361626,-79.58852035887618,Garden
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Etobicoke Olympium,43.65015536108514,-79.58392255357785,College Rec Center
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Tim Hortons,43.6447049,-79.5676593,Coffee Shop
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Starbucks,43.6414,-79.5766,Coffee Shop
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,No Frills,43.650852,-79.579917,Grocery Store
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,TD Canada Trust,43.6508695,-79.5805115,Bank
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,The Beer Store,43.6413126,-79.5769248,Beer Store
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Shoppers Drug Mart,43.641312,-79.576924,Pharmacy
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Cafe Sympatico,43.641820470953256,-79.57672066335874,Café
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Subway,43.65328577744607,-79.57311579696642,Sandwich Place
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Pizza Hut,43.64184465713319,-79.5765560607079,Pizza Place
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Renforth Mall Fish and Chips,43.65095792712339,-79.57984257043167,Fish & Chips Shop
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Renforth Plaza,43.651194366535925,-79.57961213456572,Shopping Mall
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Broadacres Park,43.647458614547034,-79.57080026697012,Park
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Global Pet Foods,43.65314,-79.57324,Pet Store
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Hasty Market,43.653308915752675,-79.57331442495114,Convenience Store
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Centennial Park Diamond 1,43.652641959200906,-79.58441824711444,Baseball Field
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,"Moweso Web Marketing Ltd, Website Design & Development",43.649166107177734,-79.56954193115234,IT Services
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Booty Camp Fitness,43.653493,-79.572655,Gym / Fitness Center
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Centennial Park Diamond 2,43.652203391411675,-79.58548806627614,Baseball Field
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Hasty Market,43.641870640831144,-79.5763695106309,Convenience Store
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Burnhamthrope Mall,43.64174083240465,-79.57689075245096,Shopping Plaza
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Centennial Stadium,43.65379300162218,-79.5853079351312,Stadium
M9C,"Markland Wood, Old Burnhamthorpe",43.648573449000025,-79.57824999999997,Bloordale Park,43.64115,-79.578261,Park
M1E,"Morningside, West Hill",43.76569000000006,-79.17525603599995,LCBO,43.77146181777272,-79.18438374996185,Liquor Store
M1E,"Morningside, West Hill",43.76569000000006,-79.17525603599995,Bulk Barn,43.77134173380578,-79.1843408346176,Food & Drink Shop
M1E,"Morningside, West Hill",43.76569000000006,-79.17525603599995,Little Caesars Pizza,43.76904597684398,-79.18438601716002,Pizza Place
